SolverName,InstanceName,TerminationStatus,PrimalStatus,ObjBound,ObjValue,SolveTime,SolveTimeRaw,CompletedSolveTime,Error,RelativeGap,AbsoluteGap,SolvedInTime
BARON,Expr_05_softplus_6_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,3.8746919745,3.8750794436971785,0.97,1.2089998722076416,200.0,false,9.999999992989336e-5,0.00038746919717835837,true
BARON,Expr_05_softsign_3_3_5,OPTIMAL,FEASIBLE_POINT,-24.1536609847,-24.15366098473159,0.14,0.5220000743865967,0.14,false,1.3079064930117643e-12,-3.1590730031894054e-11,true
BARON,Expr_05_softsign_5_4_4,OPTIMAL,FEASIBLE_POINT,-56.2533096086,-56.25330960858268,0.17,0.5999999046325684,0.17,false,3.078205814192969e-13,1.731592647047364e-11,true
BARON,Expr_05_softsign_6_1_3,OPTIMAL,FEASIBLE_POINT,-8.86985639667,-8.869856396672333,0.09,0.31799983978271484,0.09,false,2.6295313315423717e-13,-2.332356530132529e-12,true
BARON,Expr_05_softsign_6_3_3,OPTIMAL,FEASIBLE_POINT,-33.167287762,-33.16728776202508,0.11,0.3619999885559082,0.11,false,7.562318255358928e-13,-2.5082158572331537e-11,true
BARON,Expr_06_sigmoid_3_2_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.910920925344,0.9110209253439826,0.29,0.5390000343322754,200.0,false,0.00010977901286524349,9.999999998255849e-5,true
BARON,Expr_06_sigmoid_3_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,1.42798463037,1.4281274288312877,0.25,0.49000000953674316,200.0,false,9.999999877508541e-5,0.0001427984612878408,true
BARON,Expr_06_sigmoid_4_1_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.579854733194,0.5799547331936568,0.18,0.4119999408721924,200.0,false,0.0001724569860900857,9.999999965670803e-5,true
BARON,Expr_06_sigmoid_6_3_5,LOCALLY_SOLVED,FEASIBLE_POINT,2.44439995338,2.4446443933775557,30.49,30.759999990463257,200.0,false,0.00010000000090723058,0.0002444399975556344,true
BARON,Expr_06_silu_3_2_3,LOCALLY_SOLVED,FEASIBLE_POINT,-0.798666413016,-0.7985664130158684,0.84,1.0910000801086426,200.0,false,0.00012522440025244878,0.00010000000013166144,true
BARON,Expr_06_silu_3_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.00139791362074,0.0014979136207424772,4.1,4.3429999351501465,200.0,false,0.07153517822477558,0.00010000000000247723,true
BARON,Expr_06_silu_4_1_3,LOCALLY_SOLVED,FEASIBLE_POINT,-0.833726407536,-0.8336264075362839,1.79,2.0440001487731934,200.0,false,0.00011995781181122483,9.999999971610496e-5,true
BARON,Expr_06_silu_6_3_5,TIME_LIMIT,UNKNOWN_RESULT_STATUS,-24.0720478407,-0.41863673316561945,101.42,101.70000004768372,200.0,false,56.50104072013363,23.65341110753438,false
BARON,Expr_06_softplus_3_2_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.90724348717,0.907343487170269,0.21,0.4509999752044678,200.0,false,0.00011022399353995908,0.00010000000026899603,true
BARON,Expr_06_softplus_3_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,1.92238524181,1.9225774803343083,0.24,0.4779999256134033,200.0,false,0.00010000000006620666,0.0001922385243082747,true
BARON,Expr_06_softplus_4_1_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.644899687239,0.6449996872387993,0.17,0.3940000534057617,200.0,false,0.00015506287532467144,9.999999979926066e-5,true
BARON,Expr_06_softplus_6_3_5,LOCALLY_SOLVED,FEASIBLE_POINT,3.09163316839,3.0919423317061607,15.17,15.399999856948853,200.0,false,9.999999978060461e-5,0.0003091633161607099,true
BARON,Expr_06_softsign_3_2_3,OPTIMAL,FEASIBLE_POINT,-7.45063215136,-7.450632151357598,0.11,0.3430001735687256,0.11,false,3.223396885097234e-13,2.4016344468691386e-12,true
BARON,Expr_06_softsign_3_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,-5.06281083654,-5.062304555451496,0.1,0.3210000991821289,200.0,false,0.0001000100019582863,0.0005062810885041458,true
BARON,Expr_06_softsign_4_1_3,OPTIMAL,FEASIBLE_POINT,-5.70406270234,-5.704062702340038,0.1,0.3190000057220459,0.1,false,6.6955210768349135e-15,-3.8191672047105385e-14,true
